#	3873	19086815	-	19367036	36187764	
2151091	2161569	33991187	33980716
2161901	2163577	33980473	33978773
2164063	2167157	33978433	33975289
2167293	2169078	33974938	33973108
2171065	2171633	33970882	33970317
2171810	2174703	33970138	33967261
2190991	2192718	33943564	33941796
2192997	2193801	33936011	33935207
2198334	2206794	33933189	33924590
2218657	2221443	33924126	33921289
2221518	2227230	33921211	33915427
2239535	2247415	33909577	33901607
2248871	2253240	33900189	33895804
2253878	2260234	33895155	33888774
2261574	2264378	33887430	33884629
2266923	2274816	33882183	33874264
2280877	2285517	33868189	33863497
2285861	2327548	33863088	33817343
2327904	2352161	33816642	33792949
2352501	2356899	33792593	33788188
2357096	2358274	33788039	33786860
2358370	2508931	33786741	33623924
2543110	2544065	33604826	33603873
2544208	2545077	33603874	33603034
2545133	2547916	33602693	33599856
2549755	2550924	33596136	33594929
2552161	2553415	33594442	33593193
2553991	2554902	33593142	33592243
2554939	2557518	33592005	33589429
2557879	2570022	33589065	33576939
2570655	2571463	33575570	33574762
2571537	2573417	33574433	33572521
2609381	2620357	33553716	33542287
2620563	2631416	33542121	33531162
2631457	2713527	33531089	33449644
2713533	2714905	33442082	33440707
2716310	2788604	33440072	33370538
2791226	2822933	33366734	33335053
2822992	2869560	33334558	33287758
2980690	3004141	33176323	33152931
3004207	3048595	33152839	33108538
3050290	3052858	33106762	33104189
3080431	3101806	33075852	33054811
3102294	3182751	33054249	32973691
3183130	3204800	32973234	32953340
3205177	3224222	32952846	32933816
3224482	3226114	32933523	32931894
3226746	3232568	32930704	32924783
3232564	3233166	32921827	32921225
3233737	3248411	32920850	32906154
3251316	3271348	32903797	32883652
3271554	3315733	32883619	32840369
3315793	3316488	32840309	32839614
3455702	3460771	32710624	32705521
3578706	3583924	32595865	32590949
3606620	3621838	32564259	32548317
3670009	3683279	32503396	32490118
3683370	3685274	32490041	32488138
3685659	3694105	32487633	32479170
3715899	3726568	32455131	32444683
3730372	3732663	32441069	32438821
3732733	3734078	32434741	32433407
3785854	3786412	32401514	32400956
3794448	3798076	32396482	32392960
3813173	3814482	32388825	32387521
3815850	3816508	32385488	32384806
3816588	3819307	32384753	32382050
3820160	3823422	32381197	32377932
3826120	3830410	32375184	32370955
3837368	3838198	32343811	32342970
3838286	3840374	32342885	32340789
3900975	3905151	32272063	32267944
3905166	3908554	32264889	32261566
3932818	3965904	32190783	32158106
4000446	4036407	32129438	32093852
4036767	4188202	32093651	31938011
4213622	4230917	31900721	31883811
4231212	4252696	31883286	31861847
4252733	4255339	31861822	31859215
4255492	4258334	31859061	31856234
4258514	4262743	31856032	31851799
4307930	4363006	31793874	31738691
4485046	4486236	31649554	31648342
4486436	4487321	31647274	31646420
4487351	4487707	31646290	31645934
4509284	4511488	31635731	31633529
4512071	4530644	31633179	31615110
4530677	4560029	31615069	31585709
4561317	4562050	31585688	31584954
4562190	4587523	31584769	31558181
4593103	4640003	31551776	31501895
4662476	4671295	31466076	31457322
4672885	4677807	31456444	31451472
4677984	4692935	31451386	31436786
4693274	4694756	31436419	31434928
4695131	4695776	31434516	31433887
4695809	4696444	31433838	31433186
4697013	4703159	31432578	31426438
4703125	4703742	31425367	31424750
4703399	4704296	31424851	31423980
4704545	4713790	31423721	31414451
4766792	4767529	31366008	31365278
4769072	4770143	31363771	31362701
4772845	4775524	31360558	31357909
4778733	4780183	31357915	31356465
4780870	4787190	31355539	31349110
4850654	4851297	31264082	31263441
4911255	4914306	31200666	31197573
4971499	4973181	31132374	31130693
4974990	4993623	31129396	31109589
4998847	5000715	31109595	31107726
5000924	5001722	31106429	31105632
5001824	5002736	31105551	31104636
5003382	5008684	31104329	31099139
5075514	5081009	31019407	31013925
5175982	5203456	30904927	30877624
5203530	5208523	30876808	30871459
5209336	5225957	30870726	30854142
5226264	5268700	30854027	30814301
5370779	5383008	30814301	30802228
5383033	5458466	30802189	30721109
5458839	5459121	30720740	30720458
5459188	5459926	30720402	30719663
5459969	5460694	30719626	30718904
5460750	5470801	30718847	30708719
5472417	5476052	30708026	30704441
5625281	5632546	30561621	30554383
5648689	5652184	30533096	30529559
5689561	5713368	30500514	30476729
5897415	5905209	30285502	30277655
5905315	5909080	30277584	30273810
5915325	5927005	30273140	30261416
5927842	5938016	30260012	30249788
5938229	5940813	30249575	30246967
5941182	5942923	30245680	30244030
5966838	6030321	30223376	30160047
6068986	6269548	30122398	29931924
6269804	6271734	29931774	29929809
6272364	6277341	29929198	29924235
6277352	6288213	29924231	29913412
6288252	6289948	29913305	29911624
6290005	6292136	29911565	29909486
6331912	6333715	29861639	29859838
6333804	6338226	29859749	29855331
6341403	6394688	29852891	29799213
6395219	6408698	29798925	29784906
6408734	6410559	29784912	29783039
6411724	6420535	29781918	29773100
6443834	6445033	29746802	29745541
6446666	6452592	29744039	29738093
6452719	6453426	29732634	29731970
6453712	6455508	29731318	29729514
6455922	6456789	29726276	29725375
6457710	6484965	29724777	29697660
6507294	6507678	29693563	29693179
6507994	6510840	29692852	29690004
6570647	6571008	29632803	29632442
6571139	6580141	29632221	29622546
6580355	6602225	29622365	29600655
6602220	6604281	29590509	29588448
6605670	6613369	29587743	29579979
6636920	6638262	29575174	29573822
6638388	6639812	29498869	29497442
6640053	6653992	29497275	29483343
6654500	6655327	29483292	29482457
6888443	6889696	29260314	29259073
6955951	6958506	29202631	29200079
6958639	6960676	29199950	29197901
6961191	6963881	29197557	29194881
7156944	7171302	29062486	29047968
7257815	7259392	28961151	28959611
7346704	7362128	28861339	28846023
7362265	7369943	28845824	28837639
7477275	7516907	28731281	28692557
7517073	7517599	28692400	28691883
7524382	7526104	28684178	28682449
7527612	7684315	28680796	28524517
7684376	7847903	28524214	28360616
7857543	7860908	28352453	28349083
7862971	7866367	28346358	28342958
7870351	7871557	28339536	28338324
7898538	7898982	28319418	28318983
7900557	7901366	28316056	28315248
7903653	7924543	28310720	28289842
7931340	7932442	28288325	28287222
7932519	7933625	28287145	28286040
7933737	7935053	28285646	28284423
7935717	7949659	28283755	28269690
7949715	7950535	28269635	28268810
8037921	8040231	28197371	28195054
8040294	8041974	28194979	28193311
8063019	8064720	28170314	28168618
8065672	8066427	28168293	28167538
8066550	8077794	28167414	28156127
8078426	8092611	28155033	28140628
8092625	8093569	28140542	28139619
8106821	8108039	28115447	28114218
8191759	8195770	28062140	28058129
8252607	8256441	27977671	27973874
8298570	8305110	27918228	27911543
8352322	8398551	27858210	27809262
8399180	8404278	27808663	27803396
8404333	8404732	27803341	27802942
8434447	8449684	27787690	27772261
8449716	8455501	27770301	27764554
8462640	8473035	27755289	27744874
8473732	8477119	27738613	27735246
8524673	8526378	27708207	27706510
8568385	8580523	27641727	27629264
8598121	8608158	27603976	27593538
8608191	8611721	27593506	27589971
8739384	8743241	27461173	27457378
8746914	8750450	27455798	27452258
8773973	8774752	27451708	27450927
8774844	8778180	27450931	27447533
8785451	8789851	27401070	27396717
8790994	8792035	27396264	27395224
8825262	8868122	27349211	27306560
8871081	8872316	27305696	27304489
8872352	8874075	27304437	27302714
8874184	8875382	27302597	27301401
8876161	8881059	27301177	27296262
8881299	8882213	27296020	27295076
8882797	8890440	27293916	27286256
8890468	8892668	27286238	27284021
8893111	8899075	27283655	27277829
8902672	8907730	27274007	27268921
8917621	8918022	27264045	27263645
8918572	8920590	27263321	27261283
9755445	10114291	26571096	26180998
10114584	10124668	26180926	26170857
10223328	10223601	26106331	26106058
10423638	10494298	26098054	26027417
10496801	10498294	26026355	26024855
10499064	10505064	26024129	26018098
10611454	10619330	25944619	25937075
10841412	10845709	25736229	25731925
10853477	10853771	25730486	25730192
10853870	10862880	25730123	25721101
10863503	10864401	25720752	25719849
10864396	10865847	25718790	25717336
10866367	10868286	25716914	25714995
10869299	10874611	25711334	25706090
10873698	10876209	25705553	25703077
10879262	10881405	25701254	25699106
10881636	10898108	25699080	25682532
11181950	11183203	25512143	25510885
11183234	11187309	25510734	25506709
11196743	11199106	25497908	25495549
11207281	11209796	25489783	25487267
11209989	11212193	25487083	25484877
11212253	11212733	25484819	25484341
11213109	11219400	25483949	25477709
11251221	11378201	25455092	25325003
11378282	11444465	25324839	25258611
11444743	11448034	25258351	25255015
12105335	12129348	25069243	25045489
12130441	12130863	25043726	25043305
12130945	12133906	25043239	25040283
12334804	12447559	24853574	24741228
12447869	12450907	24740694	24737640
12451090	12495515	24737455	24693511
12962327	13025220	24097028	24034124
13025275	13062261	24030787	23993793
13062375	13092892	23993737	23962184
13356030	13372670	23717991	23701199
13372697	13389469	23686327	23670910
13389591	13400703	23670788	23659355
13655070	13664258	23526428	23517249
13687948	13689894	23487330	23485350
13767861	13769583	23307040	23305317
13769652	13770753	23305250	23304221
13777312	13784880	23228011	23220499
13785088	13789231	23220267	23216046
13803673	13805649	23198122	23196142
13988228	14032506	23038207	22996680
14059509	14060332	22953262	22952439
14075210	14104612	22920514	22891081
14161204	14161588	22816952	22816567
14162064	14162615	22816104	22815553
14162649	14164494	22815518	22813688
14247856	14265430	22727142	22709600
14265757	14293402	22685226	22658076
14426363	14437603	22524193	22512938
14932418	15001657	21926429	21856199
15005380	15006610	21746683	21745453
15007218	15224777	21718049	21502829
15224775	15825035	21505163	20903387
16017474	16018268	20868348	20867554
16018523	16019010	20867176	20866689
16149307	16561249	20855704	20443686
18010248	19086815	20443585	19367036
